permit_number,address,type,value
2025-136991 EP,"11216 1/2 CAMERON RD UNIT TEMP11, Chattanooga, TN",Electrical Permit,$69867
2025-137735 PP,"1510 WESTOVER RD, Chattanooga, TN",Plumbing Permit,$258250
2025-139676 MP,"1505 RUTLAND DR UNIT 1, Chattanooga, TN",Mechanical Permit,$164135
2025-139880 MP,"4017 IDALIA DR, Chattanooga, TN",Mechanical Permit,$183427
2025-139704 PP,"8703 DULCET DR, Chattanooga, TN",Plumbing Permit,$134463
2025-135136 EP,"12506 N LAMAR BLVD, Chattanooga, TN",Electrical Permit,$150548
2025-139665 MP,"8312 STEAMLINE CIR, Chattanooga, TN",Mechanical Permit,$141287
2025-137514 MP,"2239 CROMWELL CIR UNIT 1506, Chattanooga, TN",Mechanical Permit,$57689
2025-128688 EP,"16037 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$199033
2025-139540 BP,"8 PASCAL LN, Chattanooga, TN",Building Permit,$84752
2025-139472 EP,"7000 METROPOLIS DR UNIT 200, Chattanooga, TN",Electrical Permit,$55558
2025-139009 BP,"12417 TURTLEBACK LN, Chattanooga, TN",Building Permit,$256384
2025-140279 MP,"9508 GOLDEN HILLS CIR, Chattanooga, TN",Mechanical Permit,$61668
2025-030088 PP,"2705 WARREN ST, Chattanooga, TN",Plumbing Permit,$96158
2025-095109 PP,"1704 TRAVIS HEIGHTS BLVD, Chattanooga, TN",Plumbing Permit,$142724
2025-128687 EP,"16024 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$163668
2025-070548 MP,"601 VERMONT RD--BLDG 1, Chattanooga, TN",Mechanical Permit,$124724
2024-164891 MP,"3502 TOM MILLER ST BLDG 2, Chattanooga, TN",Mechanical Permit,$255824
2025-128697 EP,"16012 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$120737
2025-139705 BP,"400 W CESAR CHAVEZ ST, Chattanooga, TN",Building Permit,$50742
2025-138130 EP,"8808 GOLDEN LION DR, Chattanooga, TN",Electrical Permit,$116833
2025-093170 MP,"8807 COSMICO ST, Chattanooga, TN",Mechanical Permit,$63828
2025-140686 PP,"14708 FLAT TOP RANCH RD, Chattanooga, TN",Plumbing Permit,$117413
2025-120248 MP,"408 LINDEN ST--UNIT B, Chattanooga, TN",Mechanical Permit,$94999
2025-124716 EP,"15937 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$247371
2025-140840 BP,"1101 ARTHUR STILES RD, Chattanooga, TN",Building Permit,$265510
2025-113320 MP,"5815 ABILENE TRL, Chattanooga, TN",Mechanical Permit,$101870
2025-136971 EP,"11216 1/2 CAMERON RD UNIT TEMP6, Chattanooga, TN",Electrical Permit,$267368
2025-126561 EP,"16009 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$94959
2025-139133 MP,"12701 COLLINDALE CV, Chattanooga, TN",Mechanical Permit,$164018
2025-093171 MP,"8809 COSMICO ST, Chattanooga, TN",Mechanical Permit,$216487
2025-102446 MP,"7019 E WILLIAM CANNON DR, Chattanooga, TN",Mechanical Permit,$86997
2025-070549 MP,"601 VERMONT RD--BLDG 2, Chattanooga, TN",Mechanical Permit,$94883
2025-140076 BP,"4910 MANCHESTER CIR, Chattanooga, TN",Building Permit,$64300
2025-139167 PP,"2336 DOUGLAS ST, Chattanooga, TN",Plumbing Permit,$162706
2025-134736 BP,"1013 KAREN AVE, Chattanooga, TN",Building Permit,$188048
2025-128693 EP,"16029 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$276054
2025-140474 PP,"10329 GARBACZ DR, Chattanooga, TN",Plumbing Permit,$102831
2025-140743 BP,"2212 WILLISTON LOOP, Chattanooga, TN",Building Permit,$177007
2024-076507 EP,"2200 S IH 35 SVRD SB, Chattanooga, TN",Electrical Permit,$194775
2025-136372 PP,"6005 SILENT NOVA VW, Chattanooga, TN",Plumbing Permit,$258935
2025-135837 BP,"1401 ALEGRIA RD UNIT A, Chattanooga, TN",Building Permit,$121669
2024-079325 MP,"3525 FAR WEST BLVD UNIT FW3, Chattanooga, TN",Mechanical Permit,$191919
2025-083069 EP,"4208 BAMFORD DR, Chattanooga, TN",Electrical Permit,$85019
2025-061585 EP,"5116 HEFLIN LN, Chattanooga, TN",Electrical Permit,$105186
2025-140910 PP,"11700 RYDALWATER LN, Chattanooga, TN",Plumbing Permit,$210986
2025-124711 EP,"15933 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$232292
2025-125120 EP,"16044 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$281316
2025-093169 MP,"8805 COSMICO ST, Chattanooga, TN",Mechanical Permit,$194242
2024-164931 MP,"3504 TOM MILLER ST BLDG 1, Chattanooga, TN",Mechanical Permit,$156826
2025-135276 EP,"301 CONGRESS AVE UNIT 1400, Chattanooga, TN",Electrical Permit,$163099
2025-139317 PP,"6009 DAFFODIL DR UNIT 21, Chattanooga, TN",Plumbing Permit,$189880
2025-140493 BP,"2101 MEADOWBROOK DR, Chattanooga, TN",Building Permit,$177387
2025-128690 EP,"16021 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$68471
2025-128676 EP,"16036 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$298043
2025-139275 PP,"1405 WOOTEN DR, Chattanooga, TN",Plumbing Permit,$165843
2024-140834 MP,"3308 HAMPTON RD, Chattanooga, TN",Mechanical Permit,$120417
2025-124703 EP,"15929 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$149176
2025-136865 MP,"2301 SCARBROUGH DR UNIT 300, Chattanooga, TN",Mechanical Permit,$249707
2025-120246 MP,"2910 E 4TH ST, Chattanooga, TN",Mechanical Permit,$108048
2024-124657 MP,"5711 MARILYN DR, Chattanooga, TN",Mechanical Permit,$54017
2025-092596 PP,"2403 NORTH SHIELDS DR, Chattanooga, TN",Plumbing Permit,$274653
2025-133754 BP,"6716 DERBY DOWNS DR, Chattanooga, TN",Building Permit,$263388
2025-093940 MP,"9811 TREE BEND CV, Chattanooga, TN",Mechanical Permit,$259713
2025-106802 BP,"5615 WILLIAM HOLLAND AVE, Chattanooga, TN",Building Permit,$172760
2025-139960 PP,"1201 GROVE BLVD BLDG 6 UNIT 602, Chattanooga, TN",Plumbing Permit,$122418
2025-083228 EP,"511 E 40TH ST, Chattanooga, TN",Electrical Permit,$278050
2025-128696 EP,"16033 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$286771
2025-138782 EP,"10105 HIBISCUS CV, Chattanooga, TN",Electrical Permit,$256768
2025-134930 EP,"6602 POINT NORTH DR, Chattanooga, TN",Electrical Permit,$278628
2025-136690 PP,"1806 PRINCETON AVE, Chattanooga, TN",Plumbing Permit,$294744
2025-138886 PP,"2401 LOYOLA LN, Chattanooga, TN",Plumbing Permit,$294341
2025-138672 PP,"1703 W 33RD ST UNIT A, Chattanooga, TN",Plumbing Permit,$112657
2025-137707 EP,"4207 JAMES CASEY ST, Chattanooga, TN",Electrical Permit,$89781
2025-105577 MP,"6900 W PARMER LN BLDG 1, Chattanooga, TN",Mechanical Permit,$196772
2025-140461 BP,"4913 INTERLACHEN LN, Chattanooga, TN",Building Permit,$294395
2025-131919 EP,"5804 CHERRY CREEK DR, Chattanooga, TN",Electrical Permit,$129304
2025-139772 PP,"2002 E 7TH ST UNIT 236, Chattanooga, TN",Plumbing Permit,$262248
2025-104180 PP,"4405 SINCLAIR AVE Unit 1, Chattanooga, TN",Plumbing Permit,$244767
2024-040238 EP,"6400 E RIVERSIDE DR, Chattanooga, TN",Electrical Permit,$123367
2025-130426 BP,"7005 COLBERG CT, Chattanooga, TN",Building Permit,$215619
2025-119174 BP,"9400 GROUSE MEADOW LN BLDG D, Chattanooga, TN",Building Permit,$79796
2025-140176 MP,"1903 ELTON LN, Chattanooga, TN",Mechanical Permit,$106975
2025-105903 PP,"2206 BLUE MEADOW DR, Chattanooga, TN",Plumbing Permit,$132509
2025-138023 PP,"6001 SWEDISH FARMS TER, Chattanooga, TN",Plumbing Permit,$189462
2025-138923 EP,"8112 SIRINGO PASS, Chattanooga, TN",Electrical Permit,$138380
2024-079327 MP,"3525 FAR WEST BLVD UNIT FW3, Chattanooga, TN",Mechanical Permit,$260904
2025-123096 BP,"705 W CADDO ST, Chattanooga, TN",Building Permit,$277900
2025-124704 BP,"4905 CANYONWOOD DR, Chattanooga, TN",Building Permit,$61755
2025-136451 DS,"1300 W DITTMAR RD, Chattanooga, TN",Driveway / Sidewalks,$112600
2025-138674 BP,"3201 EVANSTON LN, Chattanooga, TN",Building Permit,$167928
2025-120113 EP,"7010 W SH 71, Chattanooga, TN",Electrical Permit,$271808
2025-137468 EP,"7011 WOODFORD WAY, Chattanooga, TN",Electrical Permit,$261030
2025-128678 EP,"16028 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$214200
2025-140857 BP,"8701 PANADERO DR, Chattanooga, TN",Building Permit,$204749
2025-128698 EP,"16008 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$80403
2025-138797 PP,"8601 PEAFOWL ST, Chattanooga, TN",Plumbing Permit,$215017
2025-139946 PP,"10201 SHINNECOCK HILLS DR, Chattanooga, TN",Plumbing Permit,$126451
2024-145658 MP,"45 COMAL ST, Chattanooga, TN",Mechanical Permit,$136043
2025-055168 MP,"205 E 3RD ST, Chattanooga, TN",Mechanical Permit,$213422
2025-053597 EP,"2506 E 2ND ST--BLDG 2, Chattanooga, TN",Electrical Permit,$69583
2025-068097 MP,"603 VERMONT RD--BLDG 2, Chattanooga, TN",Mechanical Permit,$85870
2025-139088 BP,"9000 BERRYLINE CV, Chattanooga, TN",Building Permit,$281880
2025-098608 EP,"6512 STOCKMAN DR BLDG 6, Chattanooga, TN",Electrical Permit,$103520
2025-120569 EP,"1317 THADDEUS CV, Chattanooga, TN",Electrical Permit,$140518
2025-068096 MP,"603 VERMONT RD--BLDG 1, Chattanooga, TN",Mechanical Permit,$267048
2025-128689 EP,"16020 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$277124
2025-125139 EP,"16048 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$96137
2025-125160 EP,"16040 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$222530
2025-140325 BP,"1006 E 44TH ST, Chattanooga, TN",Building Permit,$132187
2025-128694 EP,"16025 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$132551
2025-120247 MP,"408 LINDEN ST--UNIT A, Chattanooga, TN",Mechanical Permit,$211166
2025-133549 EP,"1619 ELMHURST DR BLDG 1, Chattanooga, TN",Electrical Permit,$286521
2024-079323 MP,"3525 FAR WEST BLVD UNIT FW2, Chattanooga, TN",Mechanical Permit,$267640
2025-108150 MP,"8316 HATHAWAY DR, Chattanooga, TN",Mechanical Permit,$85048
2025-119182 EP,"106 E 6TH ST UNIT 620, Chattanooga, TN",Electrical Permit,$290525
2025-140900 PP,"2500 NORTHLAND DR, Chattanooga, TN",Plumbing Permit,$92686
2024-079326 MP,"3525 FAR WEST BLVD UNIT GAR, Chattanooga, TN",Mechanical Permit,$267514
2025-138353 EP,"4901 GLADEVIEW DR, Chattanooga, TN",Electrical Permit,$191223
2025-117654 BP,"7000 REABURN ST, Chattanooga, TN",Building Permit,$126059
2025-061584 EP,"5116 HEFLIN LN, Chattanooga, TN",Electrical Permit,$194517
2024-079321 MP,"3525 FAR WEST BLVD UNIT FW1, Chattanooga, TN",Mechanical Permit,$160664
2024-142578 MP,"7414 JOHNNY MORRIS RD, Chattanooga, TN",Mechanical Permit,$290381
2025-139009 PP,"12417 TURTLEBACK LN, Chattanooga, TN",Plumbing Permit,$125025
2025-139125 BP,"10900 WARDOUR LN, Chattanooga, TN",Building Permit,$221984
2025-140721 MP,"8104 SHILOH CT, Chattanooga, TN",Mechanical Permit,$101046
2025-082403 DS,"6404 BLARWOOD DR, Chattanooga, TN",Driveway / Sidewalks,$170303
2025-140263 MP,"1408 GEOFFS DR, Chattanooga, TN",Mechanical Permit,$264166
2025-119147 EP,"106 E 6TH ST UNIT 610, Chattanooga, TN",Electrical Permit,$106396
2024-164890 MP,"3502 TOM MILLER ST BLDG 1, Chattanooga, TN",Mechanical Permit,$295220
2025-034072 MP,"4406 EILERS AVE, Chattanooga, TN",Mechanical Permit,$105394
2025-140179 MP,"6411 ABILENE TRL, Chattanooga, TN",Mechanical Permit,$134573
2025-140640 MP,"2813 FIRECREST DR, Chattanooga, TN",Mechanical Permit,$295398
2025-138235 EP,"2947 E 14TH ST, Chattanooga, TN",Electrical Permit,$166099
2025-093433 MP,"8803 COSMICO ST, Chattanooga, TN",Mechanical Permit,$294845
2025-140788 BP,"2402 ARPDALE ST, Chattanooga, TN",Building Permit,$152845
2025-139246 MP,"1904 GOODRICH AVE UNIT 7, Chattanooga, TN",Mechanical Permit,$51193
2025-136011 EP,"2709 E 2ND ST UNIT A, Chattanooga, TN",Electrical Permit,$266284
2025-128691 EP,"16016 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$276424
2025-118131 BP,"4604 ENGLEWOOD DR, Chattanooga, TN",Building Permit,$212665
2025-140041 PP,"9800 WHITLEY BAY DR, Chattanooga, TN",Plumbing Permit,$192844
2025-039084 BP,"2009 PAYNE AVE BLDG 1, Chattanooga, TN",Building Permit,$199145
2024-164932 MP,"3504 TOM MILLER ST BLDG 2, Chattanooga, TN",Mechanical Permit,$179292
2025-128692 EP,"16017 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$288684
2025-128686 EP,"16032 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$154623
2025-139980 PP,"4608 HERO CT, Chattanooga, TN",Plumbing Permit,$127042
2025-141040 BP,"5405 REGENCY DR, Chattanooga, TN",Building Permit,$114036
2025-138687 BP,"1701 TOOMEY RD, Chattanooga, TN",Building Permit,$207454
2025-140256 BP,"4808 WOODVIEW AVE, Chattanooga, TN",Building Permit,$52801
2025-138950 EP,"3301 GREENLAWN PKWY, Chattanooga, TN",Electrical Permit,$208642
2025-124101 EP,"4501 PACK SADDLE PASS, Chattanooga, TN",Electrical Permit,$111724
2025-135337 MP,"1218 HAVRE LAFITTE DR, Chattanooga, TN",Mechanical Permit,$187127
2025-137747 MP,"6412 CARRINGTON DR, Chattanooga, TN",Mechanical Permit,$242662
2025-018696 EP,"2102 PALO PINTO DR, Chattanooga, TN",Electrical Permit,$252208
2025-137749 MP,"10912 WARDOUR LN, Chattanooga, TN",Mechanical Permit,$221950
2025-139609 MP,"5700 BALLENTON CT, Chattanooga, TN",Mechanical Permit,$108578
2025-139610 MP,"3843 WILLIAMSBURG CIR, Chattanooga, TN",Mechanical Permit,$169155
2025-140670 MP,"1518 MADISON AVE, Chattanooga, TN",Mechanical Permit,$241351
2025-133456 MP,"5402 TIPTON DR, Chattanooga, TN",Mechanical Permit,$102046
2025-136053 MP,"904 CONRAD ST, Chattanooga, TN",Mechanical Permit,$93804
2025-135339 MP,"1403 SINGLETON AVE UNIT A, Chattanooga, TN",Mechanical Permit,$218721
2025-137648 PP,"3504 DAY STAR CV, Chattanooga, TN",Plumbing Permit,$290954
2025-090808 EP,"4214 DEEPWOODS DR, Chattanooga, TN",Electrical Permit,$130368
2025-138790 EP,"5403 STUART CIR, Chattanooga, TN",Electrical Permit,$194541
2025-018695 EP,"2102 PALO PINTO DR, Chattanooga, TN",Electrical Permit,$168428
2025-137744 MP,"8009 ELKHORN MOUNTAIN TRL, Chattanooga, TN",Mechanical Permit,$197405
2025-133764 PP,"111 MILDRED ST BLDG 3, Chattanooga, TN",Plumbing Permit,$294453
2025-136055 MP,"8909 CORNISH HEN CV, Chattanooga, TN",Mechanical Permit,$98099
2025-133766 PP,"2301 E 2ND ST BLDG 2, Chattanooga, TN",Plumbing Permit,$134329
2025-133470 MP,"4904 INTERLACHEN LN, Chattanooga, TN",Mechanical Permit,$102279
2025-137746 MP,"5206 EVANS AVE, Chattanooga, TN",Mechanical Permit,$186025
2025-092157 MP,"2210 WILLOW ST, Chattanooga, TN",Mechanical Permit,$277573
2025-136530 MP,"4604 GRAND CYPRESS DR, Chattanooga, TN",Mechanical Permit,$76545
2025-139611 MP,"1705 ALAMEDA DR, Chattanooga, TN",Mechanical Permit,$235708
2025-133767 PP,"2303 E 2ND ST--BLDG 3, Chattanooga, TN",Plumbing Permit,$191117
2025-140692 MP,"10308 ANAHUAC TRL, Chattanooga, TN",Mechanical Permit,$229549
2025-137745 MP,"10101 CASSANDRA DR, Chattanooga, TN",Mechanical Permit,$286727
2025-137742 MP,"1306 DUSKY THRUSH TRL, Chattanooga, TN",Mechanical Permit,$82956
2025-133765 PP,"2301 E 2ND ST--BLDG 1, Chattanooga, TN",Plumbing Permit,$151823
2025-103309 MP,"8900 BALCONES CLUB DR, Chattanooga, TN",Mechanical Permit,$59971
2025-013795 EP,"4901 GLADEVIEW DR UNIT A, Chattanooga, TN",Electrical Permit,$69980
2025-141698 BP,"8113 WILDER RD UNIT 201, Chattanooga, TN",Building Permit,$122197
2025-140053 EP,"1201 W 38TH ST, Chattanooga, TN",Electrical Permit,$123851
2025-140440 PP,"202 E 45TH ST UNIT 202, Chattanooga, TN",Plumbing Permit,$173480
2025-141701 BP,"8703 COSMICO ST UNIT 101, Chattanooga, TN",Building Permit,$298178
2025-078418 EP,"1201 ALGUNO RD, Chattanooga, TN",Electrical Permit,$178073
2025-139313 PP,"1508 KIT CIR, Chattanooga, TN",Plumbing Permit,$50549
2025-131632 EP,"1902 GREENWOOD AVE BLDG 3, Chattanooga, TN",Electrical Permit,$127396
2025-141410 BP,"8802 SILVERWOOD CT, Chattanooga, TN",Building Permit,$132614
2025-136281 EP,"611 LONG BOW LN, Chattanooga, TN",Electrical Permit,$124952
2025-139271 BP,"11801 DECKER LAKE RD BLDG 1, Chattanooga, TN",Building Permit,$199722
2024-105888 EP,"200 W 56TH ST UNIT 2101, Chattanooga, TN",Electrical Permit,$101081
2025-128735 PP,"4301 W WILLIAM CANNON DRIVE BLDG H UNIT 110, Chattanooga, TN",Plumbing Permit,$71901
2025-136181 MP,"4510 AVENUE F, Chattanooga, TN",Mechanical Permit,$215656
2025-138986 EP,"4621 PAGE ST, Chattanooga, TN",Electrical Permit,$229346
2025-139096 EP,"6905 WHISPERING OAKS DR, Chattanooga, TN",Electrical Permit,$109231
2024-105890 EP,"200 W 56TH ST UNIT 2103, Chattanooga, TN",Electrical Permit,$165198
2025-141692 BP,"8013 WILDER RD UNIT 101, Chattanooga, TN",Building Permit,$162814
2024-103984 MP,"1950 WEBBERVILLE RD, Chattanooga, TN",Mechanical Permit,$252085
2025-115676 PP,"3011 FONTANA DR UNIT B, Chattanooga, TN",Plumbing Permit,$275489
2025-141707 BP,"10524 SCHOOL HOUSE LN, Chattanooga, TN",Building Permit,$114175
2025-140941 PP,"12809 BLACK HILLS DR, Chattanooga, TN",Plumbing Permit,$133340
2025-141409 PP,"7503 PONOMA TRL, Chattanooga, TN",Plumbing Permit,$297137
2025-141813 PP,"9900 N FM 620 RD, Chattanooga, TN",Plumbing Permit,$54255
2025-084283 MP,"2700 CARNARVON LN, Chattanooga, TN",Mechanical Permit,$213654
2025-138648 EP,"4106 HONEYCOMB ROCK CIR, Chattanooga, TN",Electrical Permit,$51429
2025-120867 EP,"4507 HANK AVE, Chattanooga, TN",Electrical Permit,$132034
2025-111763 PP,"709 W 24TH ST, Chattanooga, TN",Plumbing Permit,$56610
2025-139038 EP,"14013 AXEL JOHANSON DR, Chattanooga, TN",Electrical Permit,$68193
2025-125178 EP,"15928 COWSLIP WAY, Chattanooga, TN",Electrical Permit,$284484
2025-140269 MP,"12612 LINFORD DR, Chattanooga, TN",Mechanical Permit,$163390
2025-095193 EP,"2116 ROUNTREE DR, Chattanooga, TN",Electrical Permit,$198480
2025-137967 EP,"9000 FALLKILL DR, Chattanooga, TN",Electrical Permit,$288690
2025-139430 PP,"5806 BURNHILL DR, Chattanooga, TN",Plumbing Permit,$116768
2025-141693 BP,"8013 WILDER RD UNIT 103, Chattanooga, TN",Building Permit,$132815
2025-139515 BP,"13492 N US 183 HWY SVRD SB UNIT 100, Chattanooga, TN",Building Permit,$76740
2025-141056 MP,"2000 RODEO DR, Chattanooga, TN",Mechanical Permit,$66322
2025-125208 EP,"9037 RATTLESNAKE TRL, Chattanooga, TN",Electrical Permit,$218444
2025-141114 MP,"8015 FOREST MESA DR, Chattanooga, TN",Mechanical Permit,$256568
2025-073683 PP,"5009 STOCKTON LN, Chattanooga, TN",Plumbing Permit,$212465
2025-139054 PP,"6401 BURNET LN, Chattanooga, TN",Plumbing Permit,$104207
2025-139162 PP,"5016 WESTFIELD DR, Chattanooga, TN",Plumbing Permit,$175834
2025-140997 MP,"7504 NORTHCREST BLVD, Chattanooga, TN",Mechanical Permit,$237921
2025-137894 PP,"6402 BROOKSIDE DR, Chattanooga, TN",Plumbing Permit,$191009
2025-140181 BP,"5700 FORKS RD, Chattanooga, TN",Building Permit,$93455
2025-139147 PP,"808 WATERFALL WAY, Chattanooga, TN",Plumbing Permit,$126221
2025-140593 MP,"8616 MESA DR, Chattanooga, TN",Mechanical Permit,$83631
2025-109844 EP,"5707 SOUTHWEST PKWY BLDG 1, Chattanooga, TN",Electrical Permit,$223842
2025-139625 PP,"11702 SHOSHONE DR, Chattanooga, TN",Plumbing Permit,$136622
2025-031194 MP,"1702 GARDEN ST, Chattanooga, TN",Mechanical Permit,$197943
2025-013794 EP,"4900 MAJESTIC DR, Chattanooga, TN",Electrical Permit,$205277
2025-140526 MP,"10509 TURNBULL LOOP, Chattanooga, TN",Mechanical Permit,$297348
2025-047443 EP,"1115 SHADY LN, Chattanooga, TN",Electrical Permit,$100717
2025-139554 BP,"8104 SHAKEY LN, Chattanooga, TN",Building Permit,$67299
2025-139800 EP,"3843 WILLIAMSBURG CIR, Chattanooga, TN",Electrical Permit,$99064
2025-139693 EP,"8920 BUSINESS PARK DR, Chattanooga, TN",Electrical Permit,$250916
2025-106694 EP,"1417 DWYCE DR, Chattanooga, TN",Electrical Permit,$73724
2025-141100 MP,"8902 BLUEGRASS DR, Chattanooga, TN",Mechanical Permit,$164624
2025-140977 MP,"405 CLARKE ST, Chattanooga, TN",Mechanical Permit,$115703
2025-138971 EP,"15103 OKLAHOMA ST BLDG SHOP, Chattanooga, TN",Electrical Permit,$246304
2025-121432 MP,"1803 PASADENA DR, Chattanooga, TN",Mechanical Permit,$248008
2025-141447 BP,"2613 GERAGHTY AVE, Chattanooga, TN",Building Permit,$222659
2025-138202 PP,"12216 DILLON FALLS DR, Chattanooga, TN",Plumbing Permit,$270357
2025-139806 BP,"760 AIRPORT BLVD UNIT 168, Chattanooga, TN",Building Permit,$53780
2025-139796 PP,"6424 MINNOCH LN, Chattanooga, TN",Plumbing Permit,$258026
2025-099906 EP,"4409 BANISTER LN BLDG 2, Chattanooga, TN",Electrical Permit,$281976
2025-136578 PP,"4401 FREIDRICH LN BLDG 4 UNIT 405, Chattanooga, TN",Plumbing Permit,$247637
2025-140015 BP,"3102 CATALINA DR, Chattanooga, TN",Building Permit,$95675
2025-140594 MP,"1902 KERR ST, Chattanooga, TN",Mechanical Permit,$280049
2025-141703 BP,"8709 COSMICO ST UNIT 101, Chattanooga, TN",Building Permit,$101031
2025-139622 EP,"8609 BELL MOUNTAIN DR, Chattanooga, TN",Electrical Permit,$272879
2025-141706 BP,"8717 COSMICO ST UNIT 104, Chattanooga, TN",Building Permit,$72569
2025-091047 EP,"5505 W PARMER LN BLDG CP1, Chattanooga, TN",Electrical Permit,$191910
2025-134973 EP,"1200 PORTERFIELD DR, Chattanooga, TN",Electrical Permit,$211024
2025-141088 EP,"6911 SKYNOOK DR, Chattanooga, TN",Electrical Permit,$201695
2025-139034 EP,"6001 SWEDISH FARMS TER, Chattanooga, TN",Electrical Permit,$187380
2025-099710 EP,"9504 WIGGY WAY, Chattanooga, TN",Electrical Permit,$163824
2025-139338 PP,"12005 FENNEC WAY, Chattanooga, TN",Plumbing Permit,$175306
2025-141482 EP,"14009 AXEL JOHANSON DR, Chattanooga, TN",Electrical Permit,$111110
2025-136817 EP,"8220 W SH 71 UNIT 443, Chattanooga, TN",Electrical Permit,$123656
2025-139364 PP,"8013 BON AIR DR, Chattanooga, TN",Plumbing Permit,$85134
2024-105892 EP,"200 W 56TH ST UNIT 2104, Chattanooga, TN",Electrical Permit,$132850
2025-141509 EP,"607 TILLERY ST, Chattanooga, TN",Electrical Permit,$227160
2024-105889 EP,"200 W 56TH ST UNIT 2102, Chattanooga, TN",Electrical Permit,$55438
