permit_number,address,type,value
2025-138130 EP,"8808 GOLDEN LION DR, Austin, TX",Electrical Permit,$239596
2025-093170 MP,"8807 COSMICO ST, Austin, TX",Mechanical Permit,$188644
2025-140686 PP,"14708 FLAT TOP RANCH RD, Austin, TX",Plumbing Permit,$112624
2025-120248 MP,"408 LINDEN ST--UNIT B, Austin, TX",Mechanical Permit,$246010
2025-124716 EP,"15937 COWSLIP WAY, Austin, TX",Electrical Permit,$78442
2025-140840 BP,"1101 ARTHUR STILES RD, Austin, TX",Building Permit,$256437
2025-113320 MP,"5815 ABILENE TRL, Austin, TX",Mechanical Permit,$297092
2025-136971 EP,"11216 1/2 CAMERON RD UNIT TEMP6, Austin, TX",Electrical Permit,$162825
2025-126561 EP,"16009 COWSLIP WAY, Austin, TX",Electrical Permit,$97083
2025-139133 MP,"12701 COLLINDALE CV, Austin, TX",Mechanical Permit,$198089
2025-093171 MP,"8809 COSMICO ST, Austin, TX",Mechanical Permit,$276845
2025-102446 MP,"7019 E WILLIAM CANNON DR, Austin, TX",Mechanical Permit,$277660
2025-070549 MP,"601 VERMONT RD--BLDG 2, Austin, TX",Mechanical Permit,$78342
2025-140076 BP,"4910 MANCHESTER CIR, Austin, TX",Building Permit,$63578
2025-139167 PP,"2336 DOUGLAS ST, Austin, TX",Plumbing Permit,$257455
2025-134736 BP,"1013 KAREN AVE, Austin, TX",Building Permit,$193522
2025-128693 EP,"16029 COWSLIP WAY, Austin, TX",Electrical Permit,$286586
2025-140474 PP,"10329 GARBACZ DR, Austin, TX",Plumbing Permit,$249081
2025-140743 BP,"2212 WILLISTON LOOP, Austin, TX",Building Permit,$123556
2024-076507 EP,"2200 S IH 35 SVRD SB, Austin, TX",Electrical Permit,$246753
2025-136372 PP,"6005 SILENT NOVA VW, Austin, TX",Plumbing Permit,$66412
2025-135837 BP,"1401 ALEGRIA RD UNIT A, Austin, TX",Building Permit,$90039
2024-079325 MP,"3525 FAR WEST BLVD UNIT FW3, Austin, TX",Mechanical Permit,$149988
2025-083069 EP,"4208 BAMFORD DR, Austin, TX",Electrical Permit,$172066
2025-061585 EP,"5116 HEFLIN LN, Austin, TX",Electrical Permit,$82679
2025-140910 PP,"11700 RYDALWATER LN, Austin, TX",Plumbing Permit,$256116
2025-124711 EP,"15933 COWSLIP WAY, Austin, TX",Electrical Permit,$134716
2025-125120 EP,"16044 COWSLIP WAY, Austin, TX",Electrical Permit,$219880
2025-093169 MP,"8805 COSMICO ST, Austin, TX",Mechanical Permit,$54861
2024-164931 MP,"3504 TOM MILLER ST BLDG 1, Austin, TX",Mechanical Permit,$265496
2025-135276 EP,"301 CONGRESS AVE UNIT 1400, Austin, TX",Electrical Permit,$164318
2025-139317 PP,"6009 DAFFODIL DR UNIT 21, Austin, TX",Plumbing Permit,$78393
2025-140493 BP,"2101 MEADOWBROOK DR, Austin, TX",Building Permit,$198979
2025-128690 EP,"16021 COWSLIP WAY, Austin, TX",Electrical Permit,$191194
2025-128676 EP,"16036 COWSLIP WAY, Austin, TX",Electrical Permit,$235829
2025-139275 PP,"1405 WOOTEN DR, Austin, TX",Plumbing Permit,$276597
2024-140834 MP,"3308 HAMPTON RD, Austin, TX",Mechanical Permit,$212776
2025-124703 EP,"15929 COWSLIP WAY, Austin, TX",Electrical Permit,$84920
2025-136865 MP,"2301 SCARBROUGH DR UNIT 300, Austin, TX",Mechanical Permit,$235001
2025-120246 MP,"2910 E 4TH ST, Austin, TX",Mechanical Permit,$233033
2024-124657 MP,"5711 MARILYN DR, Austin, TX",Mechanical Permit,$125627
2025-092596 PP,"2403 NORTH SHIELDS DR, Austin, TX",Plumbing Permit,$68545
2025-133754 BP,"6716 DERBY DOWNS DR, Austin, TX",Building Permit,$82175
2025-093940 MP,"9811 TREE BEND CV, Austin, TX",Mechanical Permit,$261139
2025-106802 BP,"5615 WILLIAM HOLLAND AVE, Austin, TX",Building Permit,$186893
2025-139960 PP,"1201 GROVE BLVD BLDG 6 UNIT 602, Austin, TX",Plumbing Permit,$187183
2025-083228 EP,"511 E 40TH ST, Austin, TX",Electrical Permit,$199009
2025-128696 EP,"16033 COWSLIP WAY, Austin, TX",Electrical Permit,$251788
2025-138782 EP,"10105 HIBISCUS CV, Austin, TX",Electrical Permit,$63082
2025-134930 EP,"6602 POINT NORTH DR, Austin, TX",Electrical Permit,$143174
2025-136690 PP,"1806 PRINCETON AVE, Austin, TX",Plumbing Permit,$111846
2025-138886 PP,"2401 LOYOLA LN, Austin, TX",Plumbing Permit,$102537
2025-138672 PP,"1703 W 33RD ST UNIT A, Austin, TX",Plumbing Permit,$178556
2025-137707 EP,"4207 JAMES CASEY ST, Austin, TX",Electrical Permit,$125399
2025-105577 MP,"6900 W PARMER LN BLDG 1, Austin, TX",Mechanical Permit,$241464
2025-140461 BP,"4913 INTERLACHEN LN, Austin, TX",Building Permit,$93045
2025-131919 EP,"5804 CHERRY CREEK DR, Austin, TX",Electrical Permit,$244324
2025-139772 PP,"2002 E 7TH ST UNIT 236, Austin, TX",Plumbing Permit,$273161
2025-104180 PP,"4405 SINCLAIR AVE Unit 1, Austin, TX",Plumbing Permit,$89577
2024-040238 EP,"6400 E RIVERSIDE DR, Austin, TX",Electrical Permit,$293122
2025-130426 BP,"7005 COLBERG CT, Austin, TX",Building Permit,$136939
2025-119174 BP,"9400 GROUSE MEADOW LN BLDG D, Austin, TX",Building Permit,$91436
2025-140176 MP,"1903 ELTON LN, Austin, TX",Mechanical Permit,$181952
2025-105903 PP,"2206 BLUE MEADOW DR, Austin, TX",Plumbing Permit,$106433
2025-138023 PP,"6001 SWEDISH FARMS TER, Austin, TX",Plumbing Permit,$110444
2025-138923 EP,"8112 SIRINGO PASS, Austin, TX",Electrical Permit,$189882
2024-079327 MP,"3525 FAR WEST BLVD UNIT FW3, Austin, TX",Mechanical Permit,$178589
2025-123096 BP,"705 W CADDO ST, Austin, TX",Building Permit,$213180
2025-124704 BP,"4905 CANYONWOOD DR, Austin, TX",Building Permit,$295828
2025-136451 DS,"1300 W DITTMAR RD, Austin, TX",Driveway / Sidewalks,$95097
2025-138674 BP,"3201 EVANSTON LN, Austin, TX",Building Permit,$243742
2025-120113 EP,"7010 W SH 71, Austin, TX",Electrical Permit,$84491
2025-137468 EP,"7011 WOODFORD WAY, Austin, TX",Electrical Permit,$90225
2025-128678 EP,"16028 COWSLIP WAY, Austin, TX",Electrical Permit,$217024
2025-140857 BP,"8701 PANADERO DR, Austin, TX",Building Permit,$131786
2025-128698 EP,"16008 COWSLIP WAY, Austin, TX",Electrical Permit,$256837
2025-138797 PP,"8601 PEAFOWL ST, Austin, TX",Plumbing Permit,$179358
2025-139946 PP,"10201 SHINNECOCK HILLS DR, Austin, TX",Plumbing Permit,$213651
2024-145658 MP,"45 COMAL ST, Austin, TX",Mechanical Permit,$196062
2025-055168 MP,"205 E 3RD ST, Austin, TX",Mechanical Permit,$124827
2025-053597 EP,"2506 E 2ND ST--BLDG 2, Austin, TX",Electrical Permit,$275013
2025-068097 MP,"603 VERMONT RD--BLDG 2, Austin, TX",Mechanical Permit,$234678
2025-139088 BP,"9000 BERRYLINE CV, Austin, TX",Building Permit,$281205
2025-098608 EP,"6512 STOCKMAN DR BLDG 6, Austin, TX",Electrical Permit,$165224
2025-120569 EP,"1317 THADDEUS CV, Austin, TX",Electrical Permit,$87066
2025-068096 MP,"603 VERMONT RD--BLDG 1, Austin, TX",Mechanical Permit,$238467
2025-128689 EP,"16020 COWSLIP WAY, Austin, TX",Electrical Permit,$257822
2025-125139 EP,"16048 COWSLIP WAY, Austin, TX",Electrical Permit,$257703
2025-125160 EP,"16040 COWSLIP WAY, Austin, TX",Electrical Permit,$195911
2025-140325 BP,"1006 E 44TH ST, Austin, TX",Building Permit,$84158
2025-128694 EP,"16025 COWSLIP WAY, Austin, TX",Electrical Permit,$280042
2025-120247 MP,"408 LINDEN ST--UNIT A, Austin, TX",Mechanical Permit,$228552
2025-133549 EP,"1619 ELMHURST DR BLDG 1, Austin, TX",Electrical Permit,$57541
2024-079323 MP,"3525 FAR WEST BLVD UNIT FW2, Austin, TX",Mechanical Permit,$104055
2025-108150 MP,"8316 HATHAWAY DR, Austin, TX",Mechanical Permit,$51982
2025-119182 EP,"106 E 6TH ST UNIT 620, Austin, TX",Electrical Permit,$181459
2025-140900 PP,"2500 NORTHLAND DR, Austin, TX",Plumbing Permit,$189644
2024-079326 MP,"3525 FAR WEST BLVD UNIT GAR, Austin, TX",Mechanical Permit,$195010
2025-138353 EP,"4901 GLADEVIEW DR, Austin, TX",Electrical Permit,$185408
2025-117654 BP,"7000 REABURN ST, Austin, TX",Building Permit,$151047
2025-061584 EP,"5116 HEFLIN LN, Austin, TX",Electrical Permit,$299242
2024-079321 MP,"3525 FAR WEST BLVD UNIT FW1, Austin, TX",Mechanical Permit,$169757
2024-142578 MP,"7414 JOHNNY MORRIS RD, Austin, TX",Mechanical Permit,$239665
2025-139009 PP,"12417 TURTLEBACK LN, Austin, TX",Plumbing Permit,$158382
2025-139125 BP,"10900 WARDOUR LN, Austin, TX",Building Permit,$107101
2025-140721 MP,"8104 SHILOH CT, Austin, TX",Mechanical Permit,$81486
2025-082403 DS,"6404 BLARWOOD DR, Austin, TX",Driveway / Sidewalks,$245507
2025-140263 MP,"1408 GEOFFS DR, Austin, TX",Mechanical Permit,$76962
2025-119147 EP,"106 E 6TH ST UNIT 610, Austin, TX",Electrical Permit,$203844
2024-164890 MP,"3502 TOM MILLER ST BLDG 1, Austin, TX",Mechanical Permit,$84584
2025-034072 MP,"4406 EILERS AVE, Austin, TX",Mechanical Permit,$115945
2025-140179 MP,"6411 ABILENE TRL, Austin, TX",Mechanical Permit,$211165
2025-140640 MP,"2813 FIRECREST DR, Austin, TX",Mechanical Permit,$280609
2025-138235 EP,"2947 E 14TH ST, Austin, TX",Electrical Permit,$89175
2025-093433 MP,"8803 COSMICO ST, Austin, TX",Mechanical Permit,$100511
2025-140788 BP,"2402 ARPDALE ST, Austin, TX",Building Permit,$192080
2025-139246 MP,"1904 GOODRICH AVE UNIT 7, Austin, TX",Mechanical Permit,$282098
2025-136011 EP,"2709 E 2ND ST UNIT A, Austin, TX",Electrical Permit,$136251
2025-128691 EP,"16016 COWSLIP WAY, Austin, TX",Electrical Permit,$91823
2025-118131 BP,"4604 ENGLEWOOD DR, Austin, TX",Building Permit,$293434
2025-140041 PP,"9800 WHITLEY BAY DR, Austin, TX",Plumbing Permit,$218143
2025-039084 BP,"2009 PAYNE AVE BLDG 1, Austin, TX",Building Permit,$286634
2024-164932 MP,"3504 TOM MILLER ST BLDG 2, Austin, TX",Mechanical Permit,$199196
2025-128692 EP,"16017 COWSLIP WAY, Austin, TX",Electrical Permit,$98640
2025-128686 EP,"16032 COWSLIP WAY, Austin, TX",Electrical Permit,$191446
2025-139980 PP,"4608 HERO CT, Austin, TX",Plumbing Permit,$221146
2025-141040 BP,"5405 REGENCY DR, Austin, TX",Building Permit,$271254
2025-138687 BP,"1701 TOOMEY RD, Austin, TX",Building Permit,$101457
2025-140256 BP,"4808 WOODVIEW AVE, Austin, TX",Building Permit,$230653
2025-138950 EP,"3301 GREENLAWN PKWY, Austin, TX",Electrical Permit,$297924
2025-124101 EP,"4501 PACK SADDLE PASS, Austin, TX",Electrical Permit,$253300
2025-135337 MP,"1218 HAVRE LAFITTE DR, Austin, TX",Mechanical Permit,$193135
2025-137747 MP,"6412 CARRINGTON DR, Austin, TX",Mechanical Permit,$153300
2025-018696 EP,"2102 PALO PINTO DR, Austin, TX",Electrical Permit,$146744
2025-137749 MP,"10912 WARDOUR LN, Austin, TX",Mechanical Permit,$236429
2025-139609 MP,"5700 BALLENTON CT, Austin, TX",Mechanical Permit,$177621
2025-139610 MP,"3843 WILLIAMSBURG CIR, Austin, TX",Mechanical Permit,$270470
2025-140670 MP,"1518 MADISON AVE, Austin, TX",Mechanical Permit,$295082
2025-133456 MP,"5402 TIPTON DR, Austin, TX",Mechanical Permit,$129629
2025-136053 MP,"904 CONRAD ST, Austin, TX",Mechanical Permit,$214247
2025-135339 MP,"1403 SINGLETON AVE UNIT A, Austin, TX",Mechanical Permit,$149526
2025-137648 PP,"3504 DAY STAR CV, Austin, TX",Plumbing Permit,$264573
2025-090808 EP,"4214 DEEPWOODS DR, Austin, TX",Electrical Permit,$146395
2025-138790 EP,"5403 STUART CIR, Austin, TX",Electrical Permit,$131428
2025-018695 EP,"2102 PALO PINTO DR, Austin, TX",Electrical Permit,$175753
2025-137744 MP,"8009 ELKHORN MOUNTAIN TRL, Austin, TX",Mechanical Permit,$199733
2025-133764 PP,"111 MILDRED ST BLDG 3, Austin, TX",Plumbing Permit,$238612
2025-136055 MP,"8909 CORNISH HEN CV, Austin, TX",Mechanical Permit,$185015
2025-133766 PP,"2301 E 2ND ST BLDG 2, Austin, TX",Plumbing Permit,$118603
2025-133470 MP,"4904 INTERLACHEN LN, Austin, TX",Mechanical Permit,$280905
2025-137746 MP,"5206 EVANS AVE, Austin, TX",Mechanical Permit,$135951
2025-092157 MP,"2210 WILLOW ST, Austin, TX",Mechanical Permit,$199226
2025-136530 MP,"4604 GRAND CYPRESS DR, Austin, TX",Mechanical Permit,$249988
2025-139611 MP,"1705 ALAMEDA DR, Austin, TX",Mechanical Permit,$90173
2025-133767 PP,"2303 E 2ND ST--BLDG 3, Austin, TX",Plumbing Permit,$189206
2025-140692 MP,"10308 ANAHUAC TRL, Austin, TX",Mechanical Permit,$67432
2025-137745 MP,"10101 CASSANDRA DR, Austin, TX",Mechanical Permit,$286361
2025-137742 MP,"1306 DUSKY THRUSH TRL, Austin, TX",Mechanical Permit,$120003
2025-133765 PP,"2301 E 2ND ST--BLDG 1, Austin, TX",Plumbing Permit,$297050
2025-103309 MP,"8900 BALCONES CLUB DR, Austin, TX",Mechanical Permit,$169126
2025-013795 EP,"4901 GLADEVIEW DR UNIT A, Austin, TX",Electrical Permit,$286583
2025-141698 BP,"8113 WILDER RD UNIT 201, Austin, TX",Building Permit,$129019
2025-140053 EP,"1201 W 38TH ST, Austin, TX",Electrical Permit,$111735
2025-140440 PP,"202 E 45TH ST UNIT 202, Austin, TX",Plumbing Permit,$126338
2025-141701 BP,"8703 COSMICO ST UNIT 101, Austin, TX",Building Permit,$280084
2025-078418 EP,"1201 ALGUNO RD, Austin, TX",Electrical Permit,$137720
2025-139313 PP,"1508 KIT CIR, Austin, TX",Plumbing Permit,$102185
2025-131632 EP,"1902 GREENWOOD AVE BLDG 3, Austin, TX",Electrical Permit,$181174
2025-141410 BP,"8802 SILVERWOOD CT, Austin, TX",Building Permit,$139250
2025-136281 EP,"611 LONG BOW LN, Austin, TX",Electrical Permit,$71130
2025-139271 BP,"11801 DECKER LAKE RD BLDG 1, Austin, TX",Building Permit,$242841
2024-105888 EP,"200 W 56TH ST UNIT 2101, Austin, TX",Electrical Permit,$244028
2025-128735 PP,"4301 W WILLIAM CANNON DRIVE BLDG H UNIT 110, Austin, TX",Plumbing Permit,$52662
2025-136181 MP,"4510 AVENUE F, Austin, TX",Mechanical Permit,$257207
2025-138986 EP,"4621 PAGE ST, Austin, TX",Electrical Permit,$195753
2025-139096 EP,"6905 WHISPERING OAKS DR, Austin, TX",Electrical Permit,$146280
2024-105890 EP,"200 W 56TH ST UNIT 2103, Austin, TX",Electrical Permit,$158610
2025-141692 BP,"8013 WILDER RD UNIT 101, Austin, TX",Building Permit,$106530
2024-103984 MP,"1950 WEBBERVILLE RD, Austin, TX",Mechanical Permit,$170482
2025-115676 PP,"3011 FONTANA DR UNIT B, Austin, TX",Plumbing Permit,$94759
2025-141707 BP,"10524 SCHOOL HOUSE LN, Austin, TX",Building Permit,$255247
2025-140941 PP,"12809 BLACK HILLS DR, Austin, TX",Plumbing Permit,$269373
2025-141409 PP,"7503 PONOMA TRL, Austin, TX",Plumbing Permit,$165654
2025-141813 PP,"9900 N FM 620 RD, Austin, TX",Plumbing Permit,$251073
2025-084283 MP,"2700 CARNARVON LN, Austin, TX",Mechanical Permit,$258047
2025-138648 EP,"4106 HONEYCOMB ROCK CIR, Austin, TX",Electrical Permit,$100435
2025-120867 EP,"4507 HANK AVE, Austin, TX",Electrical Permit,$92455
2025-111763 PP,"709 W 24TH ST, Austin, TX",Plumbing Permit,$171400
2025-139038 EP,"14013 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$276610
2025-125178 EP,"15928 COWSLIP WAY, Austin, TX",Electrical Permit,$292605
2025-140269 MP,"12612 LINFORD DR, Austin, TX",Mechanical Permit,$63248
2025-095193 EP,"2116 ROUNTREE DR, Austin, TX",Electrical Permit,$73394
2025-137967 EP,"9000 FALLKILL DR, Austin, TX",Electrical Permit,$276838
2025-139430 PP,"5806 BURNHILL DR, Austin, TX",Plumbing Permit,$289610
2025-141693 BP,"8013 WILDER RD UNIT 103, Austin, TX",Building Permit,$248480
2025-139515 BP,"13492 N US 183 HWY SVRD SB UNIT 100, Austin, TX",Building Permit,$123626
2025-141056 MP,"2000 RODEO DR, Austin, TX",Mechanical Permit,$274029
2025-125208 EP,"9037 RATTLESNAKE TRL, Austin, TX",Electrical Permit,$123188
2025-141114 MP,"8015 FOREST MESA DR, Austin, TX",Mechanical Permit,$159646
2025-073683 PP,"5009 STOCKTON LN, Austin, TX",Plumbing Permit,$114824
2025-139054 PP,"6401 BURNET LN, Austin, TX",Plumbing Permit,$258459
2025-139162 PP,"5016 WESTFIELD DR, Austin, TX",Plumbing Permit,$200787
2025-140997 MP,"7504 NORTHCREST BLVD, Austin, TX",Mechanical Permit,$59445
2025-137894 PP,"6402 BROOKSIDE DR, Austin, TX",Plumbing Permit,$183862
2025-140181 BP,"5700 FORKS RD, Austin, TX",Building Permit,$120295
2025-139147 PP,"808 WATERFALL WAY, Austin, TX",Plumbing Permit,$111769
2025-140593 MP,"8616 MESA DR, Austin, TX",Mechanical Permit,$56160
2025-109844 EP,"5707 SOUTHWEST PKWY BLDG 1, Austin, TX",Electrical Permit,$276129
2025-139625 PP,"11702 SHOSHONE DR, Austin, TX",Plumbing Permit,$106462
2025-031194 MP,"1702 GARDEN ST, Austin, TX",Mechanical Permit,$107750
2025-013794 EP,"4900 MAJESTIC DR, Austin, TX",Electrical Permit,$260773
2025-140526 MP,"10509 TURNBULL LOOP, Austin, TX",Mechanical Permit,$258791
2025-047443 EP,"1115 SHADY LN, Austin, TX",Electrical Permit,$209690
2025-139554 BP,"8104 SHAKEY LN, Austin, TX",Building Permit,$212933
2025-139800 EP,"3843 WILLIAMSBURG CIR, Austin, TX",Electrical Permit,$96046
2025-139693 EP,"8920 BUSINESS PARK DR, Austin, TX",Electrical Permit,$245143
2025-106694 EP,"1417 DWYCE DR, Austin, TX",Electrical Permit,$130479
2025-141100 MP,"8902 BLUEGRASS DR, Austin, TX",Mechanical Permit,$150460
2025-140977 MP,"405 CLARKE ST, Austin, TX",Mechanical Permit,$139516
2025-138971 EP,"15103 OKLAHOMA ST BLDG SHOP, Austin, TX",Electrical Permit,$232545
2025-121432 MP,"1803 PASADENA DR, Austin, TX",Mechanical Permit,$73615
2025-141447 BP,"2613 GERAGHTY AVE, Austin, TX",Building Permit,$251596
2025-138202 PP,"12216 DILLON FALLS DR, Austin, TX",Plumbing Permit,$219756
2025-139806 BP,"760 AIRPORT BLVD UNIT 168, Austin, TX",Building Permit,$213979
2025-139796 PP,"6424 MINNOCH LN, Austin, TX",Plumbing Permit,$285700
2025-099906 EP,"4409 BANISTER LN BLDG 2, Austin, TX",Electrical Permit,$58360
2025-136578 PP,"4401 FREIDRICH LN BLDG 4 UNIT 405, Austin, TX",Plumbing Permit,$223836
2025-140015 BP,"3102 CATALINA DR, Austin, TX",Building Permit,$99471
2025-140594 MP,"1902 KERR ST, Austin, TX",Mechanical Permit,$78195
2025-141703 BP,"8709 COSMICO ST UNIT 101, Austin, TX",Building Permit,$296061
2025-139622 EP,"8609 BELL MOUNTAIN DR, Austin, TX",Electrical Permit,$162145
2025-141706 BP,"8717 COSMICO ST UNIT 104, Austin, TX",Building Permit,$111935
2025-091047 EP,"5505 W PARMER LN BLDG CP1, Austin, TX",Electrical Permit,$208129
2025-134973 EP,"1200 PORTERFIELD DR, Austin, TX",Electrical Permit,$118923
2025-141088 EP,"6911 SKYNOOK DR, Austin, TX",Electrical Permit,$81617
2025-139034 EP,"6001 SWEDISH FARMS TER, Austin, TX",Electrical Permit,$111576
2025-099710 EP,"9504 WIGGY WAY, Austin, TX",Electrical Permit,$100977
2025-139338 PP,"12005 FENNEC WAY, Austin, TX",Plumbing Permit,$142508
2025-141482 EP,"14009 AXEL JOHANSON DR, Austin, TX",Electrical Permit,$237388
2025-136817 EP,"8220 W SH 71 UNIT 443, Austin, TX",Electrical Permit,$88553
2025-139364 PP,"8013 BON AIR DR, Austin, TX",Plumbing Permit,$87068
2024-105892 EP,"200 W 56TH ST UNIT 2104, Austin, TX",Electrical Permit,$111456
2025-141509 EP,"607 TILLERY ST, Austin, TX",Electrical Permit,$64900
2024-105889 EP,"200 W 56TH ST UNIT 2102, Austin, TX",Electrical Permit,$202589
2025-115645 PP,"7508 HEMINGWAY, Austin, TX",Plumbing Permit,$260360
2025-139163 PP,"6008 CARRY BACK LN, Austin, TX",Plumbing Permit,$108174
2025-135599 EP,"1109 CHATELAINE CV, Austin, TX",Electrical Permit,$116264
2025-139358 EP,"6006 1/2 UPVALLEY RUN, Austin, TX",Electrical Permit,$223552
2025-140079 BP,"12515 ALTAMIRA ST, Austin, TX",Building Permit,$88209
2025-138178 BP,"5725 SOUTHERNER WAY, Austin, TX",Building Permit,$102964
2025-126695 EP,"1004 MORROW ST BLDG 2, Austin, TX",Electrical Permit,$166826
2025-140430 PP,"1310 W PARMER LN, Austin, TX",Plumbing Permit,$242551
2025-141695 BP,"8013 WILDER RD UNIT 203, Austin, TX",Building Permit,$89323
2025-125207 EP,"16004 COWSLIP WAY, Austin, TX",Electrical Permit,$241288
2025-129024 BP,"1606 GARDEN ST BLDG 1, Austin, TX",Building Permit,$276782
2025-138915 PP,"1003 PEGGOTTY PL, Austin, TX",Plumbing Permit,$228340
2025-137869 EP,"2704 MAGELLAN DR, Austin, TX",Electrical Permit,$187560
2025-139376 EP,"3410 GALESBURG DR, Austin, TX",Electrical Permit,$211030
2025-141815 PP,"9900 N FM 620 RD, Austin, TX",Plumbing Permit,$175111
2025-140825 BP,"1708 E 21ST ST, Austin, TX",Building Permit,$276515
2025-094691 MP,"2301 BRIDLE PATH, Austin, TX",Mechanical Permit,$288828
2025-099907 EP,"4409 BANISTER LN BLDG 3, Austin, TX",Electrical Permit,$66095
2025-067352 EP,"6900 MESA DR, Austin, TX",Electrical Permit,$135763
2025-131630 EP,"1902 GREENWOOD AVE BLDG 1, Austin, TX",Electrical Permit,$51027
2025-069244 MP,"6100 SHADOW MOUNTAIN DR, Austin, TX",Mechanical Permit,$106848
2025-141702 BP,"8703 COSMICO ST UNIT 104, Austin, TX",Building Permit,$295970
2025-141704 BP,"8709 COSMICO ST UNIT 104, Austin, TX",Building Permit,$72384
2025-140552 BP,"1808 REDLANDS ST, Austin, TX",Building Permit,$82590
2025-138675 BP,"11917 NATURES BND, Austin, TX",Building Permit,$79540
2025-139478 MP,"11906 OAK TRL, Austin, TX",Mechanical Permit,$158590
2025-141033 BP,"8121 TOCKINGTON WAY, Austin, TX",Building Permit,$114105
2024-135581 PP,"2610 HUME PL, Austin, TX",Plumbing Permit,$258414
2025-125185 EP,"15932 COWSLIP WAY, Austin, TX",Electrical Permit,$262091
2025-125202 EP,"16000 COWSLIP WAY, Austin, TX",Electrical Permit,$96106
2025-141069 MP,"5407 BENNETT AVE, Austin, TX",Mechanical Permit,$289757
2025-140763 MP,"4505 AVENUE C, Austin, TX",Mechanical Permit,$248038
2025-140508 MP,"11729 CHERISSE DR, Austin, TX",Mechanical Permit,$59726
2025-140615 BP,"7718 WOOD HOLLOW DR UNIT 100, Austin, TX",Building Permit,$110960
2025-141119 BP,"2943 WESTLAKE CV, Austin, TX",Building Permit,$291385
2025-139036 EP,"5908 SWEDISH FARMS TER, Austin, TX",Electrical Permit,$91529
2025-139000 EP,"4201 NITSCHKE ST, Austin, TX",Electrical Permit,$173441
2025-084513 EP,"2010 OAKLEAF CIR, Austin, TX",Electrical Permit,$121454
