permit_number,address,type,value
2025-130864 EP,"13945 N US 183 HWY SVRD NB BLDG B UNIT 1, Nashville, TN",Electrical Permit,$263553
2025-070259 EP,"8812 MARMOSET WAY, Nashville, TN",Electrical Permit,$100286
2025-144016 MP,"5411 BENNETT AVE, Nashville, TN",Mechanical Permit,$82522
2025-143962 BP,"2101 STAMFORD LN, Nashville, TN",Building Permit,$267079
2025-144250 MP,"6003 MESA DR, Nashville, TN",Mechanical Permit,$251417
2025-070386 MP,"8814 MARMOSET WAY, Nashville, TN",Mechanical Permit,$79555
2025-113754 EP,"1804 E 22ND ST--UNIT 2B, Nashville, TN",Electrical Permit,$178228
2025-132572 MP,"900 S CAPITAL OF TEXAS HWY SB BLDG 4 UNIT 425, Nashville, TN",Mechanical Permit,$270443
2025-143460 MP,"6213 AMBER PASS, Nashville, TN",Mechanical Permit,$231229
2025-143248 PP,"8964 WEST HOVE LOOP, Nashville, TN",Plumbing Permit,$93646
2025-144080 PP,"8600 BLUEGRASS DR, Nashville, TN",Plumbing Permit,$72771
2018-090966 PP,"1404 ROCKCLIFF RD, Nashville, TN",Plumbing Permit,$287415
2025-136070 PP,"2501 CROWNSPOINT DR, Nashville, TN",Plumbing Permit,$207533
2025-139559 DS,"7405 CARVER AVE, Nashville, TN",Driveway / Sidewalks,$292137
2025-140480 EP,"4700 WEIDEMAR LN, Nashville, TN",Electrical Permit,$148865
2025-144153 PP,"4618 ROSEDALE AVE, Nashville, TN",Plumbing Permit,$108084
2025-121131 BP,"208 CONGRESS AVE, Nashville, TN",Building Permit,$273875
2025-143621 MP,"10044 SCULL CREEK DR, Nashville, TN",Mechanical Permit,$178723
2025-143481 MP,"700 GAMEZ CV BLDG A, Nashville, TN",Mechanical Permit,$282250
2025-144240 BP,"11808 BUCKINGHAM RD, Nashville, TN",Building Permit,$102987
2025-062996 MP,"8500 ENDALE ARCH DR, Nashville, TN",Mechanical Permit,$136314
2025-131486 MP,"5600 SUNSHINE DR BLDG J, Nashville, TN",Mechanical Permit,$260176
2025-142665 PP,"3300 PINECREST DR, Nashville, TN",Plumbing Permit,$268255
2025-022710 EP,"2110 ARPDALE ST, Nashville, TN",Electrical Permit,$139538
2025-143307 EP,"6309 BLAKELY BND, Nashville, TN",Electrical Permit,$79134
2025-143867 DS,"7308 GLENHILL RD, Nashville, TN",Driveway / Sidewalks,$237720
2025-142509 EP,"1115 1/2 SHADY LN, Nashville, TN",Electrical Permit,$145519
2025-121180 MP,"2330 S LAMAR BLVD UNIT 107, Nashville, TN",Mechanical Permit,$229399
2025-005973 PP,"3502 ARROWHEAD DR, Nashville, TN",Plumbing Permit,$202357
2025-083700 PP,"3127 E HOWARD LN BLDG 2, Nashville, TN",Plumbing Permit,$88112
2025-142415 MP,"6802 LA CONCHA CV, Nashville, TN",Mechanical Permit,$128184
2025-140083 BP,"910 CHOTE AVE, Nashville, TN",Building Permit,$276782
2025-141424 PP,"12206 FARNISH CV, Nashville, TN",Plumbing Permit,$57950
2025-141549 EP,"11113 RESEARCH BLVD SVRD NB, Nashville, TN",Electrical Permit,$156326
2025-143169 EP,"2104 S L DAVIS AVE, Nashville, TN",Electrical Permit,$296275
2025-143805 BP,"5203 GOLDEN CANARY LN, Nashville, TN",Building Permit,$71502
2023-068695 MP,"2006 MOUNTAIN VIEW RD, Nashville, TN",Mechanical Permit,$258513
2025-144435 PP,"16309 PARKVIEW DR, Nashville, TN",Plumbing Permit,$263115
2025-143632 EP,"9106 COUNTRY CANYON CV, Nashville, TN",Electrical Permit,$108367
2025-143340 PP,"5824 MEDICINE CREEK DR, Nashville, TN",Plumbing Permit,$187232
2025-143328 MP,"11601 SHERWOOD FOREST, Nashville, TN",Mechanical Permit,$186491
2025-143300 BP,"2700 VIA FORTUNA, Nashville, TN",Building Permit,$52719
2025-143417 EP,"5000 FORT CLARK DR, Nashville, TN",Electrical Permit,$278833
2025-144046 PP,"5513 DELWOOD DR, Nashville, TN",Plumbing Permit,$291003
2025-143442 BP,"2600 VIA FORTUNA, Nashville, TN",Building Permit,$258870
2025-140084 BP,"910 CHOTE AVE, Nashville, TN",Building Permit,$140584
2025-140780 EP,"2524 WINCHELL LN, Nashville, TN",Electrical Permit,$147098
2025-143633 PP,"4501 WHISPERING VALLEY DR UNIT 11, Nashville, TN",Plumbing Permit,$178077
2025-143489 PP,"8404 LORALINDA DR, Nashville, TN",Plumbing Permit,$235428
2025-142463 MP,"5001 SPARTANBURG CV, Nashville, TN",Mechanical Permit,$187400
2025-143214 PP,"1113 BLUEBONNET LN, Nashville, TN",Plumbing Permit,$96670
2025-111563 MP,"3204 LYONS RD UNIT 2, Nashville, TN",Mechanical Permit,$103019
2025-144174 PP,"2206 BLUE MEADOW DR, Nashville, TN",Plumbing Permit,$81854
2025-063204 EP,"1111 W 6TH ST UNIT 430, Nashville, TN",Electrical Permit,$281036
2025-142167 PP,"1521 SIR THOPAS TRL, Nashville, TN",Plumbing Permit,$130572
2025-144497 BP,"2309 MC BEE ST, Nashville, TN",Building Permit,$289156
2025-137657 EP,"6715 S IH 35 SVRD NB, Nashville, TN",Electrical Permit,$210195
2025-143264 PP,"3600 PRESIDENTIAL BLVD, Nashville, TN",Plumbing Permit,$153040
2025-142607 PP,"6206 PONCA ST, Nashville, TN",Plumbing Permit,$64708
2025-117617 PP,"6920 MENCHACA RD, Nashville, TN",Plumbing Permit,$196573
2025-138235 PP,"2947 E 14TH ST, Nashville, TN",Plumbing Permit,$282905
2025-071632 EP,"8808 MARMOSET WAY, Nashville, TN",Electrical Permit,$276660
2025-141133 PP,"4823 CALHOUN CANYON LOOP, Nashville, TN",Plumbing Permit,$290224
2025-135710 BP,"1211 KINNEY AVE BLDG 2, Nashville, TN",Building Permit,$163031
2025-144277 EP,"11206 BRUNT DR, Nashville, TN",Electrical Permit,$219101
2025-140891 PP,"5711 WELLINGTON DR, Nashville, TN",Plumbing Permit,$167929
2025-093215 PP,"41 MARGRANITA CRES UNIT B, Nashville, TN",Plumbing Permit,$162571
2025-142769 PP,"7113 OUTFITTER DR, Nashville, TN",Plumbing Permit,$72323
2025-142925 EP,"2807 GREENLAWN PKWY, Nashville, TN",Electrical Permit,$199748
2025-137633 EP,"6715 S IH 35 SVRD NB, Nashville, TN",Electrical Permit,$226045
2025-143067 PP,"7413 MONTEZUMA ST, Nashville, TN",Plumbing Permit,$175934
2025-142327 PP,"8803 FAIRWAY HILL DR, Nashville, TN",Plumbing Permit,$123926
2025-070386 EP,"8814 MARMOSET WAY, Nashville, TN",Electrical Permit,$104542
2025-141769 BP,"6703 CAPRIOLA DR, Nashville, TN",Building Permit,$89643
2025-144392 PP,"1403 DRAKE AVE UNIT A, Nashville, TN",Plumbing Permit,$175482
2025-142777 EP,"2419 DOMINION HILL, Nashville, TN",Electrical Permit,$175854
2025-143923 BP,"5113 SOUTHWEST PKWY UNIT 300, Nashville, TN",Building Permit,$145644
2025-135715 BP,"1211 KINNEY AVE BLDG 3, Nashville, TN",Building Permit,$129591
2025-144583 PP,"6407 CASCADA DR, Nashville, TN",Plumbing Permit,$69966
2025-144333 PP,"11915 RENNALEE LOOP, Nashville, TN",Plumbing Permit,$112634
2025-101048 BP,"7 PASCAL LN, Nashville, TN",Building Permit,$54391
2025-143315 MP,"4508 DESTINYS GATE DR, Nashville, TN",Mechanical Permit,$88870
2025-143034 EP,"3313 STEVENSON AVE, Nashville, TN",Electrical Permit,$291080
2025-131536 EP,"1700 KERR ST, Nashville, TN",Electrical Permit,$274638
2025-144127 BP,"7208 BOYLE DR--POOL, Nashville, TN",Building Permit,$161870
2025-143826 PP,"2313 SOUTHERN OAKS DR, Nashville, TN",Plumbing Permit,$193234
2025-143097 EP,"8003 DECKER LN, Nashville, TN",Electrical Permit,$289830
2025-143666 EP,"12713 PADUA DR, Nashville, TN",Electrical Permit,$212020
2025-144013 PP,"8557 RESEARCH BLVD SVRD NB UNIT 120, Nashville, TN",Plumbing Permit,$56508
2025-143946 EP,"5506 AVENUE F, Nashville, TN",Electrical Permit,$185826
2025-118477 EP,"2611 DEERFOOT TRL, Nashville, TN",Electrical Permit,$267316
2025-083701 PP,"3127 E HOWARD LN BLDG 3, Nashville, TN",Plumbing Permit,$286808
2025-143713 MP,"3305 CLEARVIEW DR, Nashville, TN",Mechanical Permit,$246854
2025-105521 EP,"11703 BARRINGTON WAY, Nashville, TN",Electrical Permit,$121646
2025-119048 MP,"8027 EXCHANGE DR, Nashville, TN",Mechanical Permit,$135361
2025-135365 MP,"12820 N LAMAR BLVD UNIT 536, Nashville, TN",Mechanical Permit,$232838
2025-136994 MP,"2309 TOWER DR, Nashville, TN",Mechanical Permit,$257903
2025-142690 PP,"4004 AVENUE G, Nashville, TN",Plumbing Permit,$62451
2025-141539 EP,"2906 PERRY LN, Nashville, TN",Electrical Permit,$250562
2025-135389 MP,"3607 GREYSTONE DR UNIT 1312, Nashville, TN",Mechanical Permit,$207223
2025-118325 MP,"32 ESPINOSA DR, Nashville, TN",Mechanical Permit,$187887
2025-141533 MP,"1300 S PLEASANT VALLEY RD UNIT 213, Nashville, TN",Mechanical Permit,$157126
2025-079932 BP,"5505 WILLIAM HOLLAND AVE BLDG 2, Nashville, TN",Building Permit,$164437
2025-137920 MP,"1930 W RUNDBERG LN UNIT 837, Nashville, TN",Mechanical Permit,$225706
2025-136070 EP,"2501 CROWNSPOINT DR, Nashville, TN",Electrical Permit,$94332
2025-144404 MP,"6921 COVERED BRIDGE DR, Nashville, TN",Mechanical Permit,$179297
2025-135388 MP,"3543 GREYSTONE DR UNIT 1103, Nashville, TN",Mechanical Permit,$129838
2025-030010 EP,"1201 W 38TH ST, Nashville, TN",Electrical Permit,$96586
2025-135391 MP,"1930 W RUNDBERG LN UNIT 725, Nashville, TN",Mechanical Permit,$171266
2025-143000 BP,"1200 W HOWARD LN BLDG 1 UNIT N, Nashville, TN",Building Permit,$259764
2025-141014 BP,"2406 RIDDLE RD, Nashville, TN",Building Permit,$182214
2025-139164 PP,"1004 W 11TH ST, Nashville, TN",Plumbing Permit,$290146
2025-143626 PP,"9504 TANAGER WAY, Nashville, TN",Plumbing Permit,$123704
2025-141014 PP,"2406 RIDDLE RD, Nashville, TN",Plumbing Permit,$92462
2025-135366 MP,"7493 CHEVY CHASE DR UNIT 104, Nashville, TN",Mechanical Permit,$275868
2025-144005 MP,"1516 VILLANOVA DR, Nashville, TN",Mechanical Permit,$272823
2025-141522 MP,"9500 DESSAU RD UNIT 722, Nashville, TN",Mechanical Permit,$123417
2025-141783 MP,"10609 LYNNCREST CV, Nashville, TN",Mechanical Permit,$210839
2025-144418 BP,"7308 SALT SPRINGS DR, Nashville, TN",Building Permit,$158349
2025-133331 PP,"12012 RAVENNA CV, Nashville, TN",Plumbing Permit,$140056
2025-143438 EP,"8008 TWO COVES DR, Nashville, TN",Electrical Permit,$102463
2025-135387 MP,"12007 N LAMAR BLVD BLDG 13 UNIT 1327, Nashville, TN",Mechanical Permit,$119088
2025-140714 BP,"2020 RUNDELL PL, Nashville, TN",Building Permit,$223914
2025-141524 MP,"12820 N LAMAR BLVD UNIT 1924, Nashville, TN",Mechanical Permit,$115303
2025-144367 PP,"1201 AZIE MORTON RD BLDG 1, Nashville, TN",Plumbing Permit,$83322
2025-143393 EP,"6213 HARROGATE DR, Nashville, TN",Electrical Permit,$128773
2025-141540 MP,"8700 BRODIE LN BLDG 5 UNIT 536, Nashville, TN",Mechanical Permit,$120376
2025-144364 PP,"402 GATE TREE LN, Nashville, TN",Plumbing Permit,$169415
2025-143475 BP,"725 E 6TH ST, Nashville, TN",Building Permit,$212771
2025-136372 EP,"6005 SILENT NOVA VW, Nashville, TN",Electrical Permit,$163638
2025-141526 MP,"12403 MELLOW MEADOW DR UNIT 18304, Nashville, TN",Mechanical Permit,$277739
2025-119159 PP,"106 E 6TH ST UNIT 610, Nashville, TN",Plumbing Permit,$76440
2025-043957 MP,"6803 TERRA OAK CIR, Nashville, TN",Mechanical Permit,$246991
2025-135421 EP,"1133 WEBBERVILLE RD, Nashville, TN",Electrical Permit,$131118
2025-135381 MP,"9200 NORTH PLZ UNIT 101, Nashville, TN",Mechanical Permit,$181726
2024-079971 MP,"513 W O DELL ST UNIT 2, Nashville, TN",Mechanical Permit,$261179
2025-121180 PP,"2330 S LAMAR BLVD UNIT 107, Nashville, TN",Plumbing Permit,$269594
2025-144363 PP,"5209 HEDGEWOOD DR, Nashville, TN",Plumbing Permit,$293550
2025-139402 EP,"12220 DONINGTON DR, Nashville, TN",Electrical Permit,$212796
2025-089448 EP,"1112 W 9TH ST, Nashville, TN",Electrical Permit,$52830
2025-137103 BP,"3202 BARNSLEY DR, Nashville, TN",Building Permit,$90046
2024-157785 MP,"4003 DEL ROBLES, Nashville, TN",Mechanical Permit,$135445
2024-079970 MP,"513 W O DELL ST UNIT 1, Nashville, TN",Mechanical Permit,$52970
2025-143183 MP,"2603 LINDSEY CV, Nashville, TN",Mechanical Permit,$294472
2025-144369 PP,"1201 AZIE MORTON RD BLDG 3, Nashville, TN",Plumbing Permit,$189025
2025-139655 PP,"5605 BLUERIDGE CT, Nashville, TN",Plumbing Permit,$101455
2025-141021 BP,"12412 FALLEN TOWER LN, Nashville, TN",Building Permit,$73352
2025-030011 EP,"1201 W 38TH ST, Nashville, TN",Electrical Permit,$231101
2025-143685 MP,"5341 SENDERO HILLS PKWY, Nashville, TN",Mechanical Permit,$152604
2025-055613 MP,"3616 PENNSYLVANIA AVE BLDG 1, Nashville, TN",Mechanical Permit,$169354
2025-055614 MP,"3616 PENNSYLVANIA AVE BLDG 2, Nashville, TN",Mechanical Permit,$105877
2025-142051 BP,"5703 MARILYN DR, Nashville, TN",Building Permit,$269121
2025-113214 MP,"827 W 12TH ST UNIT 102, Nashville, TN",Mechanical Permit,$100306
2025-137903 MP,"7117 WOOD HOLLOW DR UNIT 1822, Nashville, TN",Mechanical Permit,$142548
2025-128880 MP,"1307 W WELLS BRANCH PKWY, Nashville, TN",Mechanical Permit,$274520
2025-141538 MP,"7630 WOOD HOLLOW DR UNIT 278, Nashville, TN",Mechanical Permit,$75038
2025-141535 MP,"11411 RESEARCH BLVD SVRD NB UNIT 1213, Nashville, TN",Mechanical Permit,$204905
2025-141456 MP,"511 LIGHTSEY RD, Nashville, TN",Mechanical Permit,$241850
2025-144106 EP,"9016 PEAFOWL ST, Nashville, TN",Electrical Permit,$155888
2025-143423 PP,"1707 OVERHILL DR, Nashville, TN",Plumbing Permit,$104738
2025-142526 EP,"6503 WALEBRIDGE LN, Nashville, TN",Electrical Permit,$66745
2025-144516 BP,"5732 JANABYRD LN, Nashville, TN",Building Permit,$241615
2025-137902 MP,"7000 CONVICT HILL RD UNIT 2201, Nashville, TN",Mechanical Permit,$136066
2025-135378 MP,"701 W LONGSPUR BLVD UNIT 1108, Nashville, TN",Mechanical Permit,$184260
2025-135369 MP,"12340 ALAMEDA TRACE CIR UNIT 2514, Nashville, TN",Mechanical Permit,$121051
2025-144014 PP,"8902 BRIDGEWOOD TRL, Nashville, TN",Plumbing Permit,$82408
2025-143012 PP,"8176 N MOPAC EXPY SVRD SB, Nashville, TN",Plumbing Permit,$180120
2025-135130 BP,"4516 SETON CENTER PKWY UNIT FLR3, Nashville, TN",Building Permit,$83017
2025-144012 PP,"5008 PLACID PL, Nashville, TN",Plumbing Permit,$168653
2025-030009 EP,"1201 W 38TH ST, Nashville, TN",Electrical Permit,$242440
2025-137912 MP,"12007 N LAMAR BLVD BLDG 14 UNIT 1417, Nashville, TN",Mechanical Permit,$202829
2025-014492 PP,"6209 THURGOOD AVE, Nashville, TN",Plumbing Permit,$117580
2025-142814 EP,"5818 WESTSLOPE DR, Nashville, TN",Electrical Permit,$58432
2025-135363 MP,"12445 ALAMEDA TRACE CIR UNIT 112, Nashville, TN",Mechanical Permit,$127614
2025-143743 EP,"6900 MESA DR, Nashville, TN",Electrical Permit,$189466
2025-118295 MP,"16 OLMOS DR, Nashville, TN",Mechanical Permit,$67014
2025-134498 EP,"5614 BULL CREEK RD, Nashville, TN",Electrical Permit,$134653
2025-122046 MP,"7 MADRONA DR, Nashville, TN",Mechanical Permit,$100018
2025-135367 MP,"701 W LONGSPUR BLVD UNIT 2105, Nashville, TN",Mechanical Permit,$189590
2025-079933 BP,"5505 WILLIAM HOLLAND AVE BLDG 3, Nashville, TN",Building Permit,$239921
2025-144147 PP,"1411 GRACY FARMS LN UNIT 39, Nashville, TN",Plumbing Permit,$215671
2025-144368 PP,"1201 AZIE MORTON RD BLDG 2, Nashville, TN",Plumbing Permit,$126761
2025-144383 EP,"1913 OHLEN RD, Nashville, TN",Electrical Permit,$83559
2025-137943 MP,"12410 ALAMEDA TRACE CIR UNIT 1621, Nashville, TN",Mechanical Permit,$106568
2025-118304 MP,"21 YUCCA DR, Nashville, TN",Mechanical Permit,$191438
2025-139354 MP,"11279 TAYLOR DRAPER LN BLDG H UNIT 351, Nashville, TN",Mechanical Permit,$180805
2025-142765 EP,"3206 PICKWICK LN, Nashville, TN",Electrical Permit,$203545
2025-135382 MP,"9200 NORTH PLZ UNIT 909, Nashville, TN",Mechanical Permit,$52876
2025-144178 MP,"1602 CRIPPLE CREEK DR, Nashville, TN",Mechanical Permit,$141328
2025-030008 EP,"1201 W 38TH ST, Nashville, TN",Electrical Permit,$87842
2025-139352 MP,"2011 E 6TH ST BLDG 1 UNIT 1311, Nashville, TN",Mechanical Permit,$244744
2025-137900 MP,"12440 ALAMEDA TRACE CIR BLDG 11 UNIT 1116, Nashville, TN",Mechanical Permit,$239922
2025-143378 BP,"9300 S IH 35 SVRD SB BLDG F, Nashville, TN",Building Permit,$156017
2025-135028 BP,"4107 HONEYCOMB ROCK CIR, Nashville, TN",Building Permit,$62593
2025-119186 PP,"106 E 6TH ST UNIT 620, Nashville, TN",Plumbing Permit,$160323
2025-141531 MP,"12370 ALAMEDA TRACE CIR UNIT 633, Nashville, TN",Mechanical Permit,$67869
2025-137945 MP,"12440 ALAMEDA TRACE CIR BLDG 16 UNIT 1638, Nashville, TN",Mechanical Permit,$280839
2025-143805 PP,"5203 GOLDEN CANARY LN, Nashville, TN",Plumbing Permit,$146159
2025-081970 MP,"2101 E ST ELMO RD BLDG 3 UNIT 330, Nashville, TN",Mechanical Permit,$233620
2025-118337 MP,"16 ROYAL PALMS DR, Nashville, TN",Mechanical Permit,$87105
2025-137907 MP,"2408 MANOR RD UNIT 104, Nashville, TN",Mechanical Permit,$298275
2025-141525 MP,"7000 CONVICT HILL RD UNIT 6207, Nashville, TN",Mechanical Permit,$124328
2025-144848 BP,"1507 CINNAMON PATH, Nashville, TN",Building Permit,$151200
2025-137909 MP,"6307 BLUFF SPRINGS RD UNIT 225, Nashville, TN",Mechanical Permit,$96574
2025-058240 PP,"9513 BOATHOUSE DR, Nashville, TN",Plumbing Permit,$51442
2025-137916 MP,"2500 E 22ND ST UNIT 101, Nashville, TN",Mechanical Permit,$69921
2024-143557 PP,"6101 ROSS RD, Nashville, TN",Plumbing Permit,$73438
2024-044751 MP,"1604 NILES RD, Nashville, TN",Mechanical Permit,$227235
2025-122090 MP,"2 PALMA CIR, Nashville, TN",Mechanical Permit,$183916
2025-135384 MP,"12440 ALAMEDA TRACE CIR BLDG 18 UNIT 1834, Nashville, TN",Mechanical Permit,$222391
2025-140163 EP,"2615 SPRING LN, Nashville, TN",Electrical Permit,$161450
2025-055615 MP,"3616 PENNSYLVANIA AVE BLDG 3, Nashville, TN",Mechanical Permit,$264340
2025-144064 PP,"5229 MEADOW CREEK DR, Nashville, TN",Plumbing Permit,$249505
2025-142301 MP,"3903 CRESTHILL DR, Nashville, TN",Mechanical Permit,$189869
2025-139955 BP,"4603 BUCKS RUN, Nashville, TN",Building Permit,$142151
2025-142797 EP,"1507 PASADENA DR, Nashville, TN",Electrical Permit,$164924
2025-135383 MP,"12007 N LAMAR BLVD BLDG 12 UNIT 1224, Nashville, TN",Mechanical Permit,$274752
2025-133858 PP,"12024 RAVENNA CV, Nashville, TN",Plumbing Permit,$277068
2025-144033 MP,"5809 WEST GATE BLVD BLDG A, Nashville, TN",Mechanical Permit,$86221
2025-135380 MP,"9200 NORTH PLZ UNIT 2707, Nashville, TN",Mechanical Permit,$91236
2025-142447 EP,"98 SAN JACINTO BLVD UNIT FSR1007, Nashville, TN",Electrical Permit,$225159
2025-142944 EP,"5916 SWEDISH FARMS TER, Nashville, TN",Electrical Permit,$201698
2025-141021 PP,"12412 FALLEN TOWER LN, Nashville, TN",Plumbing Permit,$71713
2025-129576 BP,"12504 ALBERTA RIDGE TRL, Nashville, TN",Building Permit,$92942
2025-135390 MP,"3607 GREYSTONE DR UNIT 1514, Nashville, TN",Mechanical Permit,$275005
2025-143717 MP,"10411 CHARETTE CV, Nashville, TN",Mechanical Permit,$238174
2025-142452 PP,"98 SAN JACINTO BLVD UNIT FSR1007, Nashville, TN",Plumbing Permit,$146135
2025-106952 EP,"8700 BASIL HAYDEN LN, Nashville, TN",Electrical Permit,$292038
2025-079931 BP,"5505 WILLIAM HOLLAND AVE BLDG 1, Nashville, TN",Building Permit,$257861
2025-137938 MP,"12340 ALAMEDA TRACE CIR UNIT 2709, Nashville, TN",Mechanical Permit,$235900
2025-137949 MP,"2503 E OLTORF ST UNIT 2115, Nashville, TN",Mechanical Permit,$286085
2025-135753 PP,"2702 ALLANDALE RD, Nashville, TN",Plumbing Permit,$226062
2025-142005 MP,"915 W VILLAGE LN, Nashville, TN",Mechanical Permit,$235166
2025-136354 EP,"10700 WINCHELSEA DR, Nashville, TN",Electrical Permit,$205655
2025-141589 EP,"9504 WIGGY WAY, Nashville, TN",Electrical Permit,$210034
2025-144284 EP,"7800 WYNNE LN, Nashville, TN",Electrical Permit,$230319
2024-128987 MP,"311 E 5TH ST, Nashville, TN",Mechanical Permit,$69431
2025-134572 PP,"1604 W 40TH ST UNIT A, Nashville, TN",Plumbing Permit,$237777
2025-141471 EP,"3315 1/2 N QUINLAN PARK RD UNIT D, Nashville, TN",Electrical Permit,$187822
2025-100201 BP,"809 W 12TH ST UNIT A, Nashville, TN",Building Permit,$84260
2024-128967 MP,"311 E 5TH ST, Nashville, TN",Mechanical Permit,$115224
2025-139075 EP,"1712 S CONGRESS AVE UNIT 2, Nashville, TN",Electrical Permit,$160801
2025-143804 EP,"5810 1/2 STEINER RANCH BLVD, Nashville, TN",Electrical Permit,$155335
2024-128971 MP,"311 E 5TH ST, Nashville, TN",Mechanical Permit,$63586
2024-128968 MP,"311 E 5TH ST, Nashville, TN",Mechanical Permit,$99365
2024-128970 MP,"311 E 5TH ST, Nashville, TN",Mechanical Permit,$140315
2025-072011 PP,"6312 NEEDHAM LN, Nashville, TN",Plumbing Permit,$162542
2025-138130 PP,"8808 GOLDEN LION DR, Nashville, TN",Plumbing Permit,$183143
2025-091339 BP,"3100 GARWOOD ST--POOL, Nashville, TN",Building Permit,$184368
2025-142308 BP,"4400 1/2 ELMONT DR, Nashville, TN",Building Permit,$87394
2025-134432 EP,"7105 N IH 35 SVRD NB, Nashville, TN",Electrical Permit,$139695
2025-143783 EP,"12412 MALLARD LN, Nashville, TN",Electrical Permit,$240595
2025-024859 EP,"201 TERRACE MOUNTAIN DR, Nashville, TN",Electrical Permit,$133987
2025-141716 BP,"5537 LOYOLA LN, Nashville, TN",Building Permit,$203746
2025-142433 BP,"1010 BRICKELL LOOP UNIT B, Nashville, TN",Building Permit,$190840
2025-144408 PP,"7816 JOURNEYVILLE DR, Nashville, TN",Plumbing Permit,$82743
2025-046447 PP,"8328 ELANDER DR, Nashville, TN",Plumbing Permit,$252614
2025-139683 BP,"2309 OAK CREST AVE UNIT 2A, Nashville, TN",Building Permit,$157374
2025-141840 BP,"1404 SIR THOPAS TRL, Nashville, TN",Building Permit,$233038
2025-114910 PP,"4206 FARHILLS DR, Nashville, TN",Plumbing Permit,$122012
2025-142572 EP,"2419 DOMINION HILL, Nashville, TN",Electrical Permit,$231986
